"","TIME","GEO","SEX","CITIZEN","AGE","WSTATUS","UNIT","Value","isoref"
"5135",2016,"Montenegro","Total","Total","From 15 to 64 years","Inactive persons","Thousand",154300,"me"
"5141",2016,"Montenegro","Males","Total","From 15 to 64 years","Inactive persons","Thousand",62800,"me"
"5147",2016,"Montenegro","Females","Total","From 15 to 64 years","Inactive persons","Thousand",91400,"me"
"5153",2016,"Serbia","Total","Total","From 15 to 64 years","Inactive persons","Thousand",1607300,"rs"
"5159",2016,"Serbia","Males","Total","From 15 to 64 years","Inactive persons","Thousand",626600,"rs"
"5165",2016,"Serbia","Females","Total","From 15 to 64 years","Inactive persons","Thousand",980700,"rs"
"5171",2016,"Turkey","Total","Total","From 15 to 64 years","Inactive persons","Thousand",22505900,"tr"
"5177",2016,"Turkey","Males","Total","From 15 to 64 years","Inactive persons","Thousand",5877100,"tr"
"5183",2016,"Turkey","Females","Total","From 15 to 64 years","Inactive persons","Thousand",16628900,"tr"
"5189",2017,"Belgium","Total","Total","From 15 to 64 years","Inactive persons","Thousand",2325400,"be"
"5195",2017,"Belgium","Males","Total","From 15 to 64 years","Inactive persons","Thousand",992300,"be"
"5201",2017,"Belgium","Females","Total","From 15 to 64 years","Inactive persons","Thousand",1333100,"be"
"5207",2017,"Bulgaria","Total","Total","From 15 to 64 years","Inactive persons","Thousand",1317700,"bg"
"5213",2017,"Bulgaria","Males","Total","From 15 to 64 years","Inactive persons","Thousand",569800,"bg"
"5219",2017,"Bulgaria","Females","Total","From 15 to 64 years","Inactive persons","Thousand",747900,"bg"
"5225",2017,"Czechia","Total","Total","From 15 to 64 years","Inactive persons","Thousand",1668500,"cz"
"5231",2017,"Czechia","Males","Total","From 15 to 64 years","Inactive persons","Thousand",602200,"cz"
"5237",2017,"Czechia","Females","Total","From 15 to 64 years","Inactive persons","Thousand",1066300,"cz"
"5243",2017,"Denmark","Total","Total","From 15 to 64 years","Inactive persons","Thousand",779600,"dk"
"5249",2017,"Denmark","Males","Total","From 15 to 64 years","Inactive persons","Thousand",343800,"dk"
"5255",2017,"Denmark","Females","Total","From 15 to 64 years","Inactive persons","Thousand",435800,"dk"
"5261",2017,"Estonia","Total","Total","From 15 to 64 years","Inactive persons","Thousand",178700,"ee"
"5267",2017,"Estonia","Males","Total","From 15 to 64 years","Inactive persons","Thousand",72500,"ee"
"5273",2017,"Estonia","Females","Total","From 15 to 64 years","Inactive persons","Thousand",106200,"ee"
"5279",2017,"Ireland","Total","Total","From 15 to 64 years","Inactive persons","Thousand",858800,"ie"
"5285",2017,"Ireland","Males","Total","From 15 to 64 years","Inactive persons","Thousand",330300,"ie"
"5291",2017,"Ireland","Females","Total","From 15 to 64 years","Inactive persons","Thousand",528600,"ie"
"5297",2017,"Greece","Total","Total","From 15 to 64 years","Inactive persons","Thousand",2185100,"gr"
"5303",2017,"Greece","Males","Total","From 15 to 64 years","Inactive persons","Thousand",802700,"gr"
"5309",2017,"Greece","Females","Total","From 15 to 64 years","Inactive persons","Thousand",1382400,"gr"
"5315",2017,"Spain","Total","Total","From 15 to 64 years","Inactive persons","Thousand",7973400,"es"
"5321",2017,"Spain","Males","Total","From 15 to 64 years","Inactive persons","Thousand",3220400,"es"
"5327",2017,"Spain","Females","Total","From 15 to 64 years","Inactive persons","Thousand",4753000,"es"
"5333",2017,"France","Total","Total","From 15 to 64 years","Inactive persons","Thousand",11659200,"fr"
"5339",2017,"France","Males","Total","From 15 to 64 years","Inactive persons","Thousand",4896100,"fr"
"5345",2017,"France","Females","Total","From 15 to 64 years","Inactive persons","Thousand",6763100,"fr"
"5351",2017,"Croatia","Total","Total","From 15 to 64 years","Inactive persons","Thousand",913000,"hr"
"5357",2017,"Croatia","Males","Total","From 15 to 64 years","Inactive persons","Thousand",388300,"hr"
"5363",2017,"Croatia","Females","Total","From 15 to 64 years","Inactive persons","Thousand",524800,"hr"
"5369",2017,"Italy","Total","Total","From 15 to 64 years","Inactive persons","Thousand",13386100,"it"
"5375",2017,"Italy","Males","Total","From 15 to 64 years","Inactive persons","Thousand",4817800,"it"
"5381",2017,"Italy","Females","Total","From 15 to 64 years","Inactive persons","Thousand",8568300,"it"
"5387",2017,"Cyprus","Total","Total","From 15 to 64 years","Inactive persons","Thousand",147200,"cy"
"5393",2017,"Cyprus","Males","Total","From 15 to 64 years","Inactive persons","Thousand",57600,"cy"
"5399",2017,"Cyprus","Females","Total","From 15 to 64 years","Inactive persons","Thousand",89600,"cy"
"5405",2017,"Latvia","Total","Total","From 15 to 64 years","Inactive persons","Thousand",283300,"lv"
"5411",2017,"Latvia","Males","Total","From 15 to 64 years","Inactive persons","Thousand",120300,"lv"
"5417",2017,"Latvia","Females","Total","From 15 to 64 years","Inactive persons","Thousand",163000,"lv"
"5423",2017,"Lithuania","Total","Total","From 15 to 64 years","Inactive persons","Thousand",446000,"lt"
"5429",2017,"Lithuania","Males","Total","From 15 to 64 years","Inactive persons","Thousand",203600,"lt"
"5435",2017,"Lithuania","Females","Total","From 15 to 64 years","Inactive persons","Thousand",242400,"lt"
"5441",2017,"Luxembourg","Total","Total","From 15 to 64 years","Inactive persons","Thousand",121500,"lu"
"5447",2017,"Luxembourg","Males","Total","From 15 to 64 years","Inactive persons","Thousand",53800,"lu"
"5453",2017,"Luxembourg","Females","Total","From 15 to 64 years","Inactive persons","Thousand",67800,"lu"
"5459",2017,"Hungary","Total","Total","From 15 to 64 years","Inactive persons","Thousand",1850300,"hu"
"5465",2017,"Hungary","Males","Total","From 15 to 64 years","Inactive persons","Thousand",691600,"hu"
"5471",2017,"Hungary","Females","Total","From 15 to 64 years","Inactive persons","Thousand",1158700,"hu"
"5477",2017,"Malta","Total","Total","From 15 to 64 years","Inactive persons","Thousand",87200,"mt"
"5483",2017,"Malta","Males","Total","From 15 to 64 years","Inactive persons","Thousand",26800,"mt"
"5489",2017,"Malta","Females","Total","From 15 to 64 years","Inactive persons","Thousand",60300,"mt"
"5495",2017,"Netherlands","Total","Total","From 15 to 64 years","Inactive persons","Thousand",2238900,"nl"
"5501",2017,"Netherlands","Males","Total","From 15 to 64 years","Inactive persons","Thousand",875400,"nl"
"5507",2017,"Netherlands","Females","Total","From 15 to 64 years","Inactive persons","Thousand",1363500,"nl"
"5513",2017,"Austria","Total","Total","From 15 to 64 years","Inactive persons","Thousand",1367100,"at"
"5519",2017,"Austria","Males","Total","From 15 to 64 years","Inactive persons","Thousand",550300,"at"
"5525",2017,"Austria","Females","Total","From 15 to 64 years","Inactive persons","Thousand",816800,"at"
"5531",2017,"Poland","Total","Total","From 15 to 64 years","Inactive persons","Thousand",7397600,"pl"
"5537",2017,"Poland","Males","Total","From 15 to 64 years","Inactive persons","Thousand",2843700,"pl"
"5543",2017,"Poland","Females","Total","From 15 to 64 years","Inactive persons","Thousand",4553900,"pl"
"5549",2017,"Portugal","Total","Total","From 15 to 64 years","Inactive persons","Thousand",1687000,"pt"
"5555",2017,"Portugal","Males","Total","From 15 to 64 years","Inactive persons","Thousand",710400,"pt"
"5561",2017,"Portugal","Females","Total","From 15 to 64 years","Inactive persons","Thousand",976700,"pt"
"5567",2017,"Romania","Total","Total","From 15 to 64 years","Inactive persons","Thousand",4282700,"ro"
"5573",2017,"Romania","Males","Total","From 15 to 64 years","Inactive persons","Thousand",1574600,"ro"
"5579",2017,"Romania","Females","Total","From 15 to 64 years","Inactive persons","Thousand",2708100,"ro"
"5585",2017,"Slovenia","Total","Total","From 15 to 64 years","Inactive persons","Thousand",351200,"si"
"5591",2017,"Slovenia","Males","Total","From 15 to 64 years","Inactive persons","Thousand",160100,"si"
"5597",2017,"Slovenia","Females","Total","From 15 to 64 years","Inactive persons","Thousand",191100,"si"
"5603",2017,"Slovakia","Total","Total","From 15 to 64 years","Inactive persons","Thousand",1054900,"sk"
"5609",2017,"Slovakia","Males","Total","From 15 to 64 years","Inactive persons","Thousand",414300,"sk"
"5615",2017,"Slovakia","Females","Total","From 15 to 64 years","Inactive persons","Thousand",640600,"sk"
"5621",2017,"Finland","Total","Total","From 15 to 64 years","Inactive persons","Thousand",798700,"fi"
"5627",2017,"Finland","Males","Total","From 15 to 64 years","Inactive persons","Thousand",372600,"fi"
"5633",2017,"Finland","Females","Total","From 15 to 64 years","Inactive persons","Thousand",426100,"fi"
"5639",2017,"Sweden","Total","Total","From 15 to 64 years","Inactive persons","Thousand",1099400,"se"
"5645",2017,"Sweden","Males","Total","From 15 to 64 years","Inactive persons","Thousand",504700,"se"
"5651",2017,"Sweden","Females","Total","From 15 to 64 years","Inactive persons","Thousand",594800,"se"
"5657",2017,"Iceland","Total","Total","From 15 to 64 years","Inactive persons","Thousand",24200,"is"
"5663",2017,"Iceland","Males","Total","From 15 to 64 years","Inactive persons","Thousand",9500,"is"
"5669",2017,"Iceland","Females","Total","From 15 to 64 years","Inactive persons","Thousand",14600,"is"
"5675",2017,"Norway","Total","Total","From 15 to 64 years","Inactive persons","Thousand",781500,"no"
"5681",2017,"Norway","Males","Total","From 15 to 64 years","Inactive persons","Thousand",364800,"no"
"5687",2017,"Norway","Females","Total","From 15 to 64 years","Inactive persons","Thousand",416600,"no"
"5693",2017,"Switzerland","Total","Total","From 15 to 64 years","Inactive persons","Thousand",896100,"ch"
"5699",2017,"Switzerland","Males","Total","From 15 to 64 years","Inactive persons","Thousand",324900,"ch"
"5705",2017,"Switzerland","Females","Total","From 15 to 64 years","Inactive persons","Thousand",571100,"ch"
"5711",2017,"Montenegro","Total","Total","From 15 to 64 years","Inactive persons","Thousand",154000,"me"
"5717",2017,"Montenegro","Males","Total","From 15 to 64 years","Inactive persons","Thousand",62300,"me"
"5723",2017,"Montenegro","Females","Total","From 15 to 64 years","Inactive persons","Thousand",91700,"me"
"5729",2017,"Serbia","Total","Total","From 15 to 64 years","Inactive persons","Thousand",1536800,"rs"
"5735",2017,"Serbia","Males","Total","From 15 to 64 years","Inactive persons","Thousand",603100,"rs"
"5741",2017,"Serbia","Females","Total","From 15 to 64 years","Inactive persons","Thousand",933800,"rs"
"5747",2017,"Turkey","Total","Total","From 15 to 64 years","Inactive persons","Thousand",22349100,"tr"
"5753",2017,"Turkey","Males","Total","From 15 to 64 years","Inactive persons","Thousand",5818700,"tr"
"5759",2017,"Turkey","Females","Total","From 15 to 64 years","Inactive persons","Thousand",16530400,"tr"
