"TIME","GEO","SEX","CITIZEN","AGE","WSTATUS","UNIT","Value"
"2015","Luxembourg","Females","Total","From 15 to 64 years","Unemployed persons","Thousand","9.2"
"2015","Luxembourg","Females","Total","From 15 to 64 years","Inactive persons","Thousand","65.3"
"2015","Luxembourg","Females","Total","From 15 to 64 years","Unknown","Thousand",":"
"2015","Hungary","Total","Total","From 15 to 64 years","Population","Thousand","6,530.4"
"2015","Hungary","Total","Total","From 15 to 64 years","Active persons","Thousand","4,482.7"
"2015","Hungary","Total","Total","From 15 to 64 years","Employed persons","Thousand","4,175.8"
"2015","Hungary","Total","Total","From 15 to 64 years","Unemployed persons","Thousand","307.0"
"2015","Hungary","Total","Total","From 15 to 64 years","Inactive persons","Thousand","2,047.7"
"2015","Hungary","Total","Total","From 15 to 64 years","Unknown","Thousand",":"
"2015","Hungary","Males","Total","From 15 to 64 years","Population","Thousand","3,222.9"
"2015","Hungary","Males","Total","From 15 to 64 years","Active persons","Thousand","2,425.6"
"2015","Hungary","Males","Total","From 15 to 64 years","Employed persons","Thousand","2,264.3"
"2015","Hungary","Males","Total","From 15 to 64 years","Unemployed persons","Thousand","161.3"
"2015","Hungary","Males","Total","From 15 to 64 years","Inactive persons","Thousand","797.3"
"2015","Hungary","Males","Total","From 15 to 64 years","Unknown","Thousand",":"
"2015","Hungary","Females","Total","From 15 to 64 years","Population","Thousand","3,307.5"
"2015","Hungary","Females","Total","From 15 to 64 years","Active persons","Thousand","2,057.2"
"2015","Hungary","Females","Total","From 15 to 64 years","Employed persons","Thousand","1,911.5"
"2015","Hungary","Females","Total","From 15 to 64 years","Unemployed persons","Thousand","145.7"
"2015","Hungary","Females","Total","From 15 to 64 years","Inactive persons","Thousand","1,250.3"
"2015","Hungary","Females","Total","From 15 to 64 years","Unknown","Thousand",":"
"2015","Malta","Total","Total","From 15 to 64 years","Population","Thousand","298.6"
"2015","Malta","Total","Total","From 15 to 64 years","Active persons","Thousand","205.6"
"2015","Malta","Total","Total","From 15 to 64 years","Employed persons","Thousand","194.4"
"2015","Malta","Total","Total","From 15 to 64 years","Unemployed persons","Thousand","11.2"
"2015","Malta","Total","Total","From 15 to 64 years","Inactive persons","Thousand","93.1"
"2015","Malta","Total","Total","From 15 to 64 years","Unknown","Thousand",":"
"2015","Malta","Males","Total","From 15 to 64 years","Population","Thousand","153.1"
"2015","Malta","Males","Total","From 15 to 64 years","Active persons","Thousand","124.8"
"2015","Malta","Males","Total","From 15 to 64 years","Employed persons","Thousand","118.0"
"2015","Malta","Males","Total","From 15 to 64 years","Unemployed persons","Thousand","6.8"
"2015","Malta","Males","Total","From 15 to 64 years","Inactive persons","Thousand","28.4"
"2015","Malta","Males","Total","From 15 to 64 years","Unknown","Thousand",":"
"2015","Malta","Females","Total","From 15 to 64 years","Population","Thousand","145.5"
"2015","Malta","Females","Total","From 15 to 64 years","Active persons","Thousand","80.8"
"2015","Malta","Females","Total","From 15 to 64 years","Employed persons","Thousand","76.4"
"2015","Malta","Females","Total","From 15 to 64 years","Unemployed persons","Thousand","4.4"
"2015","Malta","Females","Total","From 15 to 64 years","Inactive persons","Thousand","64.7"
"2015","Malta","Females","Total","From 15 to 64 years","Unknown","Thousand",":"
"2015","Netherlands","Total","Total","From 15 to 64 years","Population","Thousand","10,950.4"
"2015","Netherlands","Total","Total","From 15 to 64 years","Active persons","Thousand","8,719.0"
"2015","Netherlands","Total","Total","From 15 to 64 years","Employed persons","Thousand","8,115.5"
"2015","Netherlands","Total","Total","From 15 to 64 years","Unemployed persons","Thousand","603.5"
"2015","Netherlands","Total","Total","From 15 to 64 years","Inactive persons","Thousand","2,231.4"
"2015","Netherlands","Total","Total","From 15 to 64 years","Unknown","Thousand",":"
"2015","Netherlands","Males","Total","From 15 to 64 years","Population","Thousand","5,489.1"
"2015","Netherlands","Males","Total","From 15 to 64 years","Active persons","Thousand","4,641.1"
"2015","Netherlands","Males","Total","From 15 to 64 years","Employed persons","Thousand","4,336.4"
"2015","Netherlands","Males","Total","From 15 to 64 years","Unemployed persons","Thousand","304.7"
"2015","Netherlands","Males","Total","From 15 to 64 years","Inactive persons","Thousand","848.0"
"2015","Netherlands","Males","Total","From 15 to 64 years","Unknown","Thousand",":"
"2015","Netherlands","Females","Total","From 15 to 64 years","Population","Thousand","5,461.3"
"2015","Netherlands","Females","Total","From 15 to 64 years","Active persons","Thousand","4,077.9"
"2015","Netherlands","Females","Total","From 15 to 64 years","Employed persons","Thousand","3,779.1"
"2015","Netherlands","Females","Total","From 15 to 64 years","Unemployed persons","Thousand","298.8"
"2015","Netherlands","Females","Total","From 15 to 64 years","Inactive persons","Thousand","1,383.4"
"2015","Netherlands","Females","Total","From 15 to 64 years","Unknown","Thousand",":"
"2015","Austria","Total","Total","From 15 to 64 years","Population","Thousand","5,720.5"
"2015","Austria","Total","Total","From 15 to 64 years","Active persons","Thousand","4,319.1"
"2015","Austria","Total","Total","From 15 to 64 years","Employed persons","Thousand","4,067.6"
"2015","Austria","Total","Total","From 15 to 64 years","Unemployed persons","Thousand","251.5"
"2015","Austria","Total","Total","From 15 to 64 years","Inactive persons","Thousand","1,401.4"
"2015","Austria","Total","Total","From 15 to 64 years","Unknown","Thousand",":"
"2015","Austria","Males","Total","From 15 to 64 years","Population","Thousand","2,854.0"
"2015","Austria","Males","Total","From 15 to 64 years","Active persons","Thousand","2,286.7"
"2015","Austria","Males","Total","From 15 to 64 years","Employed persons","Thousand","2,144.6"
"2015","Austria","Males","Total","From 15 to 64 years","Unemployed persons","Thousand","142.1"
"2015","Austria","Males","Total","From 15 to 64 years","Inactive persons","Thousand","567.3"
"2015","Austria","Males","Total","From 15 to 64 years","Unknown","Thousand",":"
"2015","Austria","Females","Total","From 15 to 64 years","Population","Thousand","2,866.5"
"2015","Austria","Females","Total","From 15 to 64 years","Active persons","Thousand","2,032.4"
"2015","Austria","Females","Total","From 15 to 64 years","Employed persons","Thousand","1,923.0"
"2015","Austria","Females","Total","From 15 to 64 years","Unemployed persons","Thousand","109.4"
"2015","Austria","Females","Total","From 15 to 64 years","Inactive persons","Thousand","834.1"
"2015","Austria","Females","Total","From 15 to 64 years","Unknown","Thousand",":"
"2015","Poland","Total","Total","From 15 to 64 years","Population","Thousand","25,127.8"
"2015","Poland","Total","Total","From 15 to 64 years","Active persons","Thousand","17,111.7"
"2015","Poland","Total","Total","From 15 to 64 years","Employed persons","Thousand","15,811.6"
"2015","Poland","Total","Total","From 15 to 64 years","Unemployed persons","Thousand","1,300.2"
"2015","Poland","Total","Total","From 15 to 64 years","Inactive persons","Thousand","8,016.1"
"2015","Poland","Total","Total","From 15 to 64 years","Unknown","Thousand",":"
"2015","Poland","Males","Total","From 15 to 64 years","Population","Thousand","12,549.7"
"2015","Poland","Males","Total","From 15 to 64 years","Active persons","Thousand","9,389.1"
"2015","Poland","Males","Total","From 15 to 64 years","Employed persons","Thousand","8,690.2"
"2015","Poland","Males","Total","From 15 to 64 years","Unemployed persons","Thousand","698.9"
"2015","Poland","Males","Total","From 15 to 64 years","Inactive persons","Thousand","3,160.6"
"2015","Poland","Males","Total","From 15 to 64 years","Unknown","Thousand",":"
"2015","Poland","Females","Total","From 15 to 64 years","Population","Thousand","12,578.1"
"2015","Poland","Females","Total","From 15 to 64 years","Active persons","Thousand","7,722.6"
"2015","Poland","Females","Total","From 15 to 64 years","Employed persons","Thousand","7,121.3"
"2015","Poland","Females","Total","From 15 to 64 years","Unemployed persons","Thousand","601.3"
"2015","Poland","Females","Total","From 15 to 64 years","Inactive persons","Thousand","4,855.4"
"2015","Poland","Females","Total","From 15 to 64 years","Unknown","Thousand",":"
"2015","Portugal","Total","Total","From 15 to 64 years","Population","Thousand","6,743.0"
"2015","Portugal","Total","Total","From 15 to 64 years","Active persons","Thousand","4,949.4"
"2015","Portugal","Total","Total","From 15 to 64 years","Employed persons","Thousand","4,309.0"
"2015","Portugal","Total","Total","From 15 to 64 years","Unemployed persons","Thousand","640.3"
"2015","Portugal","Total","Total","From 15 to 64 years","Inactive persons","Thousand","1,793.6"
"2015","Portugal","Total","Total","From 15 to 64 years","Unknown","Thousand",":"
"2015","Portugal","Males","Total","From 15 to 64 years","Population","Thousand","3,262.1"
"2015","Portugal","Males","Total","From 15 to 64 years","Active persons","Thousand","2,501.3"
"2015","Portugal","Males","Total","From 15 to 64 years","Employed persons","Thousand","2,181.8"
"2015","Portugal","Males","Total","From 15 to 64 years","Unemployed persons","Thousand","319.5"
"2015","Portugal","Males","Total","From 15 to 64 years","Inactive persons","Thousand","760.8"
"2015","Portugal","Males","Total","From 15 to 64 years","Unknown","Thousand",":"
"2015","Portugal","Females","Total","From 15 to 64 years","Population","Thousand","3,480.9"
"2015","Portugal","Females","Total","From 15 to 64 years","Active persons","Thousand","2,448.1"
"2015","Portugal","Females","Total","From 15 to 64 years","Employed persons","Thousand","2,127.2"
"2015","Portugal","Females","Total","From 15 to 64 years","Unemployed persons","Thousand","320.9"
"2015","Portugal","Females","Total","From 15 to 64 years","Inactive persons","Thousand","1,032.8"
"2015","Portugal","Females","Total","From 15 to 64 years","Unknown","Thousand",":"
"2015","Romania","Total","Total","From 15 to 64 years","Population","Thousand","13,403.5"
"2015","Romania","Total","Total","From 15 to 64 years","Active persons","Thousand","8,858.2"
"2015","Romania","Total","Total","From 15 to 64 years","Employed persons","Thousand","8,234.8"
"2015","Romania","Total","Total","From 15 to 64 years","Unemployed persons","Thousand","623.4"
"2015","Romania","Total","Total","From 15 to 64 years","Inactive persons","Thousand","4,545.3"
"2015","Romania","Total","Total","From 15 to 64 years","Unknown","Thousand",":"
"2015","Romania","Males","Total","From 15 to 64 years","Population","Thousand","6,767.9"
"2015","Romania","Males","Total","From 15 to 64 years","Active persons","Thousand","5,098.9"
"2015","Romania","Males","Total","From 15 to 64 years","Employed persons","Thousand","4,704.2"
"2015","Romania","Males","Total","From 15 to 64 years","Unemployed persons","Thousand","394.7"
"2015","Romania","Males","Total","From 15 to 64 years","Inactive persons","Thousand","1,668.9"
"2015","Romania","Males","Total","From 15 to 64 years","Unknown","Thousand",":"
"2015","Romania","Females","Total","From 15 to 64 years","Population","Thousand","6,635.7"
"2015","Romania","Females","Total","From 15 to 64 years","Active persons","Thousand","3,759.2"
"2015","Romania","Females","Total","From 15 to 64 years","Employed persons","Thousand","3,530.6"
"2015","Romania","Females","Total","From 15 to 64 years","Unemployed persons","Thousand","228.7"
"2015","Romania","Females","Total","From 15 to 64 years","Inactive persons","Thousand","2,876.4"
"2015","Romania","Females","Total","From 15 to 64 years","Unknown","Thousand",":"
"2015","Slovenia","Total","Total","From 15 to 64 years","Population","Thousand","1,382.4"
"2015","Slovenia","Total","Total","From 15 to 64 years","Active persons","Thousand","991.9"
"2015","Slovenia","Total","Total","From 15 to 64 years","Employed persons","Thousand","901.6"
"2015","Slovenia","Total","Total","From 15 to 64 years","Unemployed persons","Thousand","90.3"
"2015","Slovenia","Total","Total","From 15 to 64 years","Inactive persons","Thousand","390.5"
"2015","Slovenia","Total","Total","From 15 to 64 years","Unknown","Thousand",":"
"2015","Slovenia","Males","Total","From 15 to 64 years","Population","Thousand","710.6"
"2015","Slovenia","Males","Total","From 15 to 64 years","Active persons","Thousand","535.5"
"2015","Slovenia","Males","Total","From 15 to 64 years","Employed persons","Thousand","491.7"
"2015","Slovenia","Males","Total","From 15 to 64 years","Unemployed persons","Thousand","43.8"
"2015","Slovenia","Males","Total","From 15 to 64 years","Inactive persons","Thousand","175.1"
"2015","Slovenia","Males","Total","From 15 to 64 years","Unknown","Thousand",":"
"2015","Slovenia","Females","Total","From 15 to 64 years","Population","Thousand","671.7"
"2015","Slovenia","Females","Total","From 15 to 64 years","Active persons","Thousand","456.4"
"2015","Slovenia","Females","Total","From 15 to 64 years","Employed persons","Thousand","409.9"
"2015","Slovenia","Females","Total","From 15 to 64 years","Unemployed persons","Thousand","46.5"
"2015","Slovenia","Females","Total","From 15 to 64 years","Inactive persons","Thousand","215.4"
"2015","Slovenia","Females","Total","From 15 to 64 years","Unknown","Thousand",":"
"2015","Slovakia","Total","Total","From 15 to 64 years","Population","Thousand","3,834.0"
"2015","Slovakia","Total","Total","From 15 to 64 years","Active persons","Thousand","2,718.9"
"2015","Slovakia","Total","Total","From 15 to 64 years","Employed persons","Thousand","2,405.1"
"2015","Slovakia","Total","Total","From 15 to 64 years","Unemployed persons","Thousand","313.9"
"2015","Slovakia","Total","Total","From 15 to 64 years","Inactive persons","Thousand","1,115.1"
"2015","Slovakia","Total","Total","From 15 to 64 years","Unknown","Thousand",":"
"2015","Slovakia","Males","Total","From 15 to 64 years","Population","Thousand","1,925.7"
"2015","Slovakia","Males","Total","From 15 to 64 years","Active persons","Thousand","1,492.5"
"2015","Slovakia","Males","Total","From 15 to 64 years","Employed persons","Thousand","1,337.4"
"2015","Slovakia","Males","Total","From 15 to 64 years","Unemployed persons","Thousand","155.0"
"2015","Slovakia","Males","Total","From 15 to 64 years","Inactive persons","Thousand","433.3"
"2015","Slovakia","Males","Total","From 15 to 64 years","Unknown","Thousand",":"
"2015","Slovakia","Females","Total","From 15 to 64 years","Population","Thousand","1,908.3"
"2015","Slovakia","Females","Total","From 15 to 64 years","Active persons","Thousand","1,226.4"
"2015","Slovakia","Females","Total","From 15 to 64 years","Employed persons","Thousand","1,067.6"
"2015","Slovakia","Females","Total","From 15 to 64 years","Unemployed persons","Thousand","158.8"
"2015","Slovakia","Females","Total","From 15 to 64 years","Inactive persons","Thousand","681.8"
"2015","Slovakia","Females","Total","From 15 to 64 years","Unknown","Thousand",":"
"2015","Finland","Total","Total","From 15 to 64 years","Population","Thousand","3,455.1"
"2015","Finland","Total","Total","From 15 to 64 years","Active persons","Thousand","2,619.3"
"2015","Finland","Total","Total","From 15 to 64 years","Employed persons","Thousand","2,367.9"
"2015","Finland","Total","Total","From 15 to 64 years","Unemployed persons","Thousand","251.4"
"2015","Finland","Total","Total","From 15 to 64 years","Inactive persons","Thousand","835.8"
"2015","Finland","Total","Total","From 15 to 64 years","Unknown","Thousand",":"
"2015","Finland","Males","Total","From 15 to 64 years","Population","Thousand","1,739.9"
"2015","Finland","Males","Total","From 15 to 64 years","Active persons","Thousand","1,342.5"
"2015","Finland","Males","Total","From 15 to 64 years","Employed persons","Thousand","1,206.1"
"2015","Finland","Males","Total","From 15 to 64 years","Unemployed persons","Thousand","136.4"
"2015","Finland","Males","Total","From 15 to 64 years","Inactive persons","Thousand","397.3"
"2015","Finland","Males","Total","From 15 to 64 years","Unknown","Thousand",":"
"2015","Finland","Females","Total","From 15 to 64 years","Population","Thousand","1,715.2"
"2015","Finland","Females","Total","From 15 to 64 years","Active persons","Thousand","1,276.8"
"2015","Finland","Females","Total","From 15 to 64 years","Employed persons","Thousand","1,161.8"
"2015","Finland","Females","Total","From 15 to 64 years","Unemployed persons","Thousand","115.0"
"2015","Finland","Females","Total","From 15 to 64 years","Inactive persons","Thousand","438.4"
"2015","Finland","Females","Total","From 15 to 64 years","Unknown","Thousand",":"
"2015","Sweden","Total","Total","From 15 to 64 years","Population","Thousand","6,170.2"
"2015","Sweden","Total","Total","From 15 to 64 years","Active persons","Thousand","5,043.8"
"2015","Sweden","Total","Total","From 15 to 64 years","Employed persons","Thousand","4,659.9"
"2015","Sweden","Total","Total","From 15 to 64 years","Unemployed persons","Thousand","383.9"
"2015","Sweden","Total","Total","From 15 to 64 years","Inactive persons","Thousand","1,126.4"
"2015","Sweden","Total","Total","From 15 to 64 years","Unknown","Thousand",":"
"2015","Sweden","Males","Total","From 15 to 64 years","Population","Thousand","3,142.2"
"2015","Sweden","Males","Total","From 15 to 64 years","Active persons","Thousand","2,624.2"
"2015","Sweden","Males","Total","From 15 to 64 years","Employed persons","Thousand","2,419.8"
"2015","Sweden","Males","Total","From 15 to 64 years","Unemployed persons","Thousand","204.4"
"2015","Sweden","Males","Total","From 15 to 64 years","Inactive persons","Thousand","518.0"
"2015","Sweden","Males","Total","From 15 to 64 years","Unknown","Thousand",":"
"2015","Sweden","Females","Total","From 15 to 64 years","Population","Thousand","3,028.0"
"2015","Sweden","Females","Total","From 15 to 64 years","Active persons","Thousand","2,419.6"
"2015","Sweden","Females","Total","From 15 to 64 years","Employed persons","Thousand","2,240.1"
"2015","Sweden","Females","Total","From 15 to 64 years","Unemployed persons","Thousand","179.5"
"2015","Sweden","Females","Total","From 15 to 64 years","Inactive persons","Thousand","608.5"
"2015","Sweden","Females","Total","From 15 to 64 years","Unknown","Thousand",":"
"2015","United Kingdom","Total","Total","From 15 to 64 years","Population","Thousand","41,283.2"
"2015","United Kingdom","Total","Total","From 15 to 64 years","Active persons","Thousand","31,741.9"
"2015","United Kingdom","Total","Total","From 15 to 64 years","Employed persons","Thousand","30,015.7"
"2015","United Kingdom","Total","Total","From 15 to 64 years","Unemployed persons","Thousand","1,726.2"
"2015","United Kingdom","Total","Total","From 15 to 64 years","Inactive persons","Thousand","9,541.3"
"2015","United Kingdom","Total","Total","From 15 to 64 years","Unknown","Thousand",":"
"2015","United Kingdom","Males","Total","From 15 to 64 years","Population","Thousand","20,493.6"
"2015","United Kingdom","Males","Total","From 15 to 64 years","Active persons","Thousand","16,839.9"
"2015","United Kingdom","Males","Total","From 15 to 64 years","Employed persons","Thousand","15,894.1"
"2015","United Kingdom","Males","Total","From 15 to 64 years","Unemployed persons","Thousand","945.8"
"2015","United Kingdom","Males","Total","From 15 to 64 years","Inactive persons","Thousand","3,653.7"
"2015","United Kingdom","Males","Total","From 15 to 64 years","Unknown","Thousand",":"
"2015","United Kingdom","Females","Total","From 15 to 64 years","Population","Thousand","20,789.6"
"2015","United Kingdom","Females","Total","From 15 to 64 years","Active persons","Thousand","14,902.0"
"2015","United Kingdom","Females","Total","From 15 to 64 years","Employed persons","Thousand","14,121.6"
"2015","United Kingdom","Females","Total","From 15 to 64 years","Unemployed persons","Thousand","780.4"
"2015","United Kingdom","Females","Total","From 15 to 64 years","Inactive persons","Thousand","5,887.6"
"2015","United Kingdom","Females","Total","From 15 to 64 years","Unknown","Thousand",":"
"2015","Iceland","Total","Total","From 15 to 64 years","Population","Thousand","205.2"
"2015","Iceland","Total","Total","From 15 to 64 years","Active persons","Thousand","181.4"
"2015","Iceland","Total","Total","From 15 to 64 years","Employed persons","Thousand","173.9"
"2015","Iceland","Total","Total","From 15 to 64 years","Unemployed persons","Thousand","7.5"
"2015","Iceland","Total","Total","From 15 to 64 years","Inactive persons","Thousand","23.8"
"2015","Iceland","Total","Total","From 15 to 64 years","Unknown","Thousand",":"
"2015","Iceland","Males","Total","From 15 to 64 years","Population","Thousand","103.4"
"2015","Iceland","Males","Total","From 15 to 64 years","Active persons","Thousand","93.9"
"2015","Iceland","Males","Total","From 15 to 64 years","Employed persons","Thousand","90.1"
"2015","Iceland","Males","Total","From 15 to 64 years","Unemployed persons","Thousand","3.9"
"2015","Iceland","Males","Total","From 15 to 64 years","Inactive persons","Thousand","9.5"
"2015","Iceland","Males","Total","From 15 to 64 years","Unknown","Thousand",":"
"2015","Iceland","Females","Total","From 15 to 64 years","Population","Thousand","101.9"
"2015","Iceland","Females","Total","From 15 to 64 years","Active persons","Thousand","87.5"
"2015","Iceland","Females","Total","From 15 to 64 years","Employed persons","Thousand","83.8"
"2015","Iceland","Females","Total","From 15 to 64 years","Unemployed persons","Thousand","3.7"
"2015","Iceland","Females","Total","From 15 to 64 years","Inactive persons","Thousand","14.4"
"2015","Iceland","Females","Total","From 15 to 64 years","Unknown","Thousand",":"
"2015","Norway","Total","Total","From 15 to 64 years","Population","Thousand","3,402.5"
"2015","Norway","Total","Total","From 15 to 64 years","Active persons","Thousand","2,662.2"
"2015","Norway","Total","Total","From 15 to 64 years","Employed persons","Thousand","2,544.5"
"2015","Norway","Total","Total","From 15 to 64 years","Unemployed persons","Thousand","117.7"
"2015","Norway","Total","Total","From 15 to 64 years","Inactive persons","Thousand","740.3"
"2015","Norway","Total","Total","From 15 to 64 years","Unknown","Thousand",":"
"2015","Norway","Males","Total","From 15 to 64 years","Population","Thousand","1,743.5"
"2015","Norway","Males","Total","From 15 to 64 years","Active persons","Thousand","1,400.2"
"2015","Norway","Males","Total","From 15 to 64 years","Employed persons","Thousand","1,334.2"
"2015","Norway","Males","Total","From 15 to 64 years","Unemployed persons","Thousand","66.0"
"2015","Norway","Males","Total","From 15 to 64 years","Inactive persons","Thousand","343.3"
"2015","Norway","Males","Total","From 15 to 64 years","Unknown","Thousand",":"
"2015","Norway","Females","Total","From 15 to 64 years","Population","Thousand","1,659.0"
"2015","Norway","Females","Total","From 15 to 64 years","Active persons","Thousand","1,262.0"
"2015","Norway","Females","Total","From 15 to 64 years","Employed persons","Thousand","1,210.3"
"2015","Norway","Females","Total","From 15 to 64 years","Unemployed persons","Thousand","51.7"
"2015","Norway","Females","Total","From 15 to 64 years","Inactive persons","Thousand","397.0"
"2015","Norway","Females","Total","From 15 to 64 years","Unknown","Thousand",":"
"2015","Switzerland","Total","Total","From 15 to 64 years","Population","Thousand","5,519.2"
"2015","Switzerland","Total","Total","From 15 to 64 years","Active persons","Thousand","4,596.8"
"2015","Switzerland","Total","Total","From 15 to 64 years","Employed persons","Thousand","4,370.7"
"2015","Switzerland","Total","Total","From 15 to 64 years","Unemployed persons","Thousand","226.2"
"2015","Switzerland","Total","Total","From 15 to 64 years","Inactive persons","Thousand","922.4"
"2015","Switzerland","Total","Total","From 15 to 64 years","Unknown","Thousand",":"
"2015","Switzerland","Males","Total","From 15 to 64 years","Population","Thousand","2,786.3"
"2015","Switzerland","Males","Total","From 15 to 64 years","Active persons","Thousand","2,447.5"
"2015","Switzerland","Males","Total","From 15 to 64 years","Employed persons","Thousand","2,329.1"
"2015","Switzerland","Males","Total","From 15 to 64 years","Unemployed persons","Thousand","118.5"
"2015","Switzerland","Males","Total","From 15 to 64 years","Inactive persons","Thousand","338.8"
"2015","Switzerland","Males","Total","From 15 to 64 years","Unknown","Thousand",":"
"2015","Switzerland","Females","Total","From 15 to 64 years","Population","Thousand","2,732.9"
"2015","Switzerland","Females","Total","From 15 to 64 years","Active persons","Thousand","2,149.3"
"2015","Switzerland","Females","Total","From 15 to 64 years","Employed persons","Thousand","2,041.6"
"2015","Switzerland","Females","Total","From 15 to 64 years","Unemployed persons","Thousand","107.7"
"2015","Switzerland","Females","Total","From 15 to 64 years","Inactive persons","Thousand","583.6"
"2015","Switzerland","Females","Total","From 15 to 64 years","Unknown","Thousand",":"
"2015","Montenegro","Total","Total","From 15 to 64 years","Population","Thousand","421.8"
"2015","Montenegro","Total","Total","From 15 to 64 years","Active persons","Thousand","264.0"
"2015","Montenegro","Total","Total","From 15 to 64 years","Employed persons","Thousand","217.0"
"2015","Montenegro","Total","Total","From 15 to 64 years","Unemployed persons","Thousand","47.0"
"2015","Montenegro","Total","Total","From 15 to 64 years","Inactive persons","Thousand","157.8"
"2015","Montenegro","Total","Total","From 15 to 64 years","Unknown","Thousand",":"
"2015","Montenegro","Males","Total","From 15 to 64 years","Population","Thousand","210.9"
"2015","Montenegro","Males","Total","From 15 to 64 years","Active persons","Thousand","143.9"
"2015","Montenegro","Males","Total","From 15 to 64 years","Employed persons","Thousand","118.0"
"2015","Montenegro","Males","Total","From 15 to 64 years","Unemployed persons","Thousand","25.9"
"2015","Montenegro","Males","Total","From 15 to 64 years","Inactive persons","Thousand","66.9"
"2015","Montenegro","Males","Total","From 15 to 64 years","Unknown","Thousand",":"
"2015","Montenegro","Females","Total","From 15 to 64 years","Population","Thousand","210.9"
"2015","Montenegro","Females","Total","From 15 to 64 years","Active persons","Thousand","120.1"
"2015","Montenegro","Females","Total","From 15 to 64 years","Employed persons","Thousand","99.0"
"2015","Montenegro","Females","Total","From 15 to 64 years","Unemployed persons","Thousand","21.1"
"2015","Montenegro","Females","Total","From 15 to 64 years","Inactive persons","Thousand","90.8"
"2015","Montenegro","Females","Total","From 15 to 64 years","Unknown","Thousand",":"
"2015","Former Yugoslav Republic of Macedonia, the","Total","Total","From 15 to 64 years","Population","Thousand","1,457.6"
"2015","Former Yugoslav Republic of Macedonia, the","Total","Total","From 15 to 64 years","Active persons","Thousand","946.1"
"2015","Former Yugoslav Republic of Macedonia, the","Total","Total","From 15 to 64 years","Employed persons","Thousand","697.2"
"2015","Former Yugoslav Republic of Macedonia, the","Total","Total","From 15 to 64 years","Unemployed persons","Thousand","248.9"
"2015","Former Yugoslav Republic of Macedonia, the","Total","Total","From 15 to 64 years","Inactive persons","Thousand","511.5"
"2015","Former Yugoslav Republic of Macedonia, the","Total","Total","From 15 to 64 years","Unknown","Thousand",":"
"2015","Former Yugoslav Republic of Macedonia, the","Males","Total","From 15 to 64 years","Population","Thousand","739.8"
"2015","Former Yugoslav Republic of Macedonia, the","Males","Total","From 15 to 64 years","Active persons","Thousand","573.1"
"2015","Former Yugoslav Republic of Macedonia, the","Males","Total","From 15 to 64 years","Employed persons","Thousand","418.5"
"2015","Former Yugoslav Republic of Macedonia, the","Males","Total","From 15 to 64 years","Unemployed persons","Thousand","154.6"
"2015","Former Yugoslav Republic of Macedonia, the","Males","Total","From 15 to 64 years","Inactive persons","Thousand","166.8"
"2015","Former Yugoslav Republic of Macedonia, the","Males","Total","From 15 to 64 years","Unknown","Thousand",":"
"2015","Former Yugoslav Republic of Macedonia, the","Females","Total","From 15 to 64 years","Population","Thousand","717.7"
"2015","Former Yugoslav Republic of Macedonia, the","Females","Total","From 15 to 64 years","Active persons","Thousand","373.0"
"2015","Former Yugoslav Republic of Macedonia, the","Females","Total","From 15 to 64 years","Employed persons","Thousand","278.7"
"2015","Former Yugoslav Republic of Macedonia, the","Females","Total","From 15 to 64 years","Unemployed persons","Thousand","94.3"
"2015","Former Yugoslav Republic of Macedonia, the","Females","Total","From 15 to 64 years","Inactive persons","Thousand","344.7"
"2015","Former Yugoslav Republic of Macedonia, the","Females","Total","From 15 to 64 years","Unknown","Thousand",":"
"2015","Serbia","Total","Total","From 15 to 64 years","Population","Thousand","4,739.8"
"2015","Serbia","Total","Total","From 15 to 64 years","Active persons","Thousand","3,019.9"
"2015","Serbia","Total","Total","From 15 to 64 years","Employed persons","Thousand","2,470.0"
"2015","Serbia","Total","Total","From 15 to 64 years","Unemployed persons","Thousand","549.9"
"2015","Serbia","Total","Total","From 15 to 64 years","Inactive persons","Thousand","1,719.9"
"2015","Serbia","Total","Total","From 15 to 64 years","Unknown","Thousand",":"
"2015","Serbia","Males","Total","From 15 to 64 years","Population","Thousand","2,362.9"
"2015","Serbia","Males","Total","From 15 to 64 years","Active persons","Thousand","1,695.2"
"2015","Serbia","Males","Total","From 15 to 64 years","Employed persons","Thousand","1,400.1"
"2015","Serbia","Males","Total","From 15 to 64 years","Unemployed persons","Thousand","295.1"
"2015","Serbia","Males","Total","From 15 to 64 years","Inactive persons","Thousand","667.7"
"2015","Serbia","Males","Total","From 15 to 64 years","Unknown","Thousand",":"
"2015","Serbia","Females","Total","From 15 to 64 years","Population","Thousand","2,376.8"
"2015","Serbia","Females","Total","From 15 to 64 years","Active persons","Thousand","1,324.7"
"2015","Serbia","Females","Total","From 15 to 64 years","Employed persons","Thousand","1,069.9"
"2015","Serbia","Females","Total","From 15 to 64 years","Unemployed persons","Thousand","254.8"
"2015","Serbia","Females","Total","From 15 to 64 years","Inactive persons","Thousand","1,052.2"
"2015","Serbia","Females","Total","From 15 to 64 years","Unknown","Thousand",":"
"2015","Turkey","Total","Total","From 15 to 64 years","Population","Thousand","51,596.2"
"2015","Turkey","Total","Total","From 15 to 64 years","Active persons","Thousand","28,903.3"
"2015","Turkey","Total","Total","From 15 to 64 years","Employed persons","Thousand","25,885.5"
"2015","Turkey","Total","Total","From 15 to 64 years","Unemployed persons","Thousand","3,017.8"
